"コード","銘柄名","市場","現在値","前日比(%)","株価騰落【率】(%)","日中売買代金(千円)","株価移動平均線乖離率(%)","株価移動平均線乖離率(%)","年初来安値からの上昇率(%)","出来高増加率(倍)","過去60日ボラティリティ(%)","ボリンジャーバンド","RSI(%)"
"5801","古河電気工業","東P","12950.0","+375.0(+2.98%)","2.98","52,724,677","5.09","23.09","255.09","0.56","67.66","2.42","76.64"
"5802","住友電気工業","東P","6663.0","+116.0(+1.77%)","1.77","15,723,873","-0.06","1.92","311.30","0.55","62.75","0.66","54.15"
"5805","ＳＷＣＣ","東P","11510","+150.0(+1.32%)","1.32","2,559,278","0.49","4.45","133.00","0.90","62.15","1.20","57.14"
"5816","オーナンバ","東S","1465","-3.0(-0.20%)","-0.20","10,675","-1.21","-0.61","86.62","3.17","36.59","-0.51","54.69"
"5817","ＪＭＡＣＳ","東S","1258","+107.0(+9.30%)","9.30","590,873","4.82","12.43","251.40","1.58","109.80","1.23","59.09"
"5819","カナレ電気","東S","1880","+3.0(+0.16%)","0.16","5,837","-0.83","0.32","38.34","0.16","19.74","0.35","50.70"
"5820","三ッ星","東S","716","-2.0(-0.28%)","-0.28","3,794","1.07","7.06","17.38","0.13","23.28","1.39","69.57"
"5821","平河ヒューテック","東P","2734","+56.0(+2.09%)","2.09","124,392","-1.63","-3.82","173.40","0.33","57.52","-1.86","40.94"
"5830","いよぎんＨＬＤＧ","東P","2782.5","+33.5(+1.22%)","1.22","876,161","0.06","3.25","122.16","0.43","32.32","0.83","56.87"
"5831","しずおかＦＧ","東P","2481.5","+6.5(+0.26%)","0.26","1,859,633","-0.75","-1.05","98.20","0.43","24.55","-0.34","40.90"
"5832","ちゅうぎんＦＧ","東P","2709.5","-2.0(-0.07%)","-0.07","516,702","-0.90","4.31","120.28","0.51","26.35","0.90","63.76"
"5834","ＳＢＩリーシングサービス","東G","6070","+160.0(+2.71%)","2.71","82,561","1.00","3.68","149.18","0.27","33.57","0.96","58.21"
"5838","楽天銀行","東P","6884.0","+161.0(+2.39%)","2.39","8,146,741","-1.14","-1.21","62.36","0.60","41.44","-0.51","48.12"
"5842","インテグラル","東G","3600","+75.0(+2.13%)","2.13","126,595","1.90","2.99","64.31","0.48","44.16","0.59","55.73"
"5843","ニッポンインシュア","東S","2446","+19.0(+0.78%)","0.78","46,885","-0.08","-4.66","106.07","1.21","40.67","-1.71","23.91"
"5844","京都ＦＧ","東P","3701.0","+8.0(+0.22%)","0.22","1,558,958","0.33","4.35","106.93","0.48","29.45","1.42","62.27"
"5845","全保連","東S","989","-4.0(-0.40%)","-0.40","82,093","-0.28","-1.58","50.08","0.72","22.51","-1.41","38.04"
"5851","リョービ","東P","2736","-4.0(-0.15%)","-0.15","127,857","-2.30","-1.87","61.80","0.36","29.43","-0.94","47.78"
"5852","アーレスティ","東P","830","-3.0(-0.36%)","-0.36","42,119","-1.64","0.59","69.73","0.37","35.86","0.14","52.00"
"5856","エルアイイーエイチ","東S","30","+0.0(+0.00%)","0.00","23,891","-1.32","-0.92","11.11","1.34","62.25","-0.27","54.55"
"5857","ＡＲＥＨＬＤＧ","東P","3780","+20.0(+0.53%)","0.53","2,078,257","1.45","10.41","144.19","0.56","31.24","1.72","90.09"
"5858","ＳＴＧ","東G","1721","+5.0(+0.29%)","0.29","2,929","0.63","2.55","75.25","0.27","65.18","0.98","60.84"
"5867","エスネットワークス","東G","1303","-3.0(-0.23%)","-0.23","3,166","1.97","2.56","48.07","0.77","32.12","1.82","61.73"
"5868","ロココ","東S","1145","-13.0(-1.12%)","-1.12","11,345","-1.90","4.40","62.87","0.50","48.11","0.84","66.12"
"5869","早稲田学習研究会","東S","1253","-3.0(-0.24%)","-0.24","3,511","-0.02","1.36","36.20","0.61","7.06","0.90","65.31"
"5870","ナルネットコミュニケーションズ","東G","1043","-23.0(-2.16%)","-2.16","8,398","-2.60","-7.12","134.38","0.31","36.05","-2.26","31.73"
"5871","ＳＯＬＩＺＥ　ＨＬＤＧ","東S","1438","-1.0(-0.07%)","-0.07","5,464","0.25","-0.52","11.30","1.65","40.26","-0.24","55.10"
"5884","クラダシ","東G","423","+1.0(+0.24%)","0.24","1,519","0.09","4.02","53.82","0.95","32.92","1.12","77.50"
"5885","ジーデップ・アドバンス","東S","3010","+94.0(+3.22%)","3.22","64,652","1.01","4.12","110.49","0.54","64.06","0.75","55.18"
"5888","ＤＡＩＷＡ　ＣＹＣＬＥ","東G","3465","-15.0(-0.43%)","-0.43","15,946","-0.97","-3.10","13.05","0.48","34.34","-1.54","48.63"
"5889","Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈ","東P","2004","-1.0(-0.05%)","-0.05","203,149","-0.49","-0.69","14.51","0.54","31.81","-0.50","44.40"
"5891","魁力屋","東S","1601","-4.0(-0.25%)","-0.25","14,258","-0.41","-2.31","8.18","1.13","17.85","-1.29","30.19"
"5892","ｙｕｔｏｒｉ","東G","2726","-49.0(-1.77%)","-1.77","137,468","-1.65","2.17","58.86","0.82","67.12","0.34","60.36"
"5900","ダイケン","東S","847","+2.0(+0.24%)","0.24","169","0.17","-0.28","21.35","0.08","16.77","-0.23","56.96"
"5901","東洋製罐グループＨＬＤＧ","東P","3913.0","+3.0(+0.08%)","0.08","387,527","-0.53","0.79","82.68","0.41","30.83","0.49","57.11"
"5902","ホッカンＨＬＤＧ","東P","2347","+6.0(+0.26%)","0.26","40,953","-1.02","-0.75","58.80","0.34","16.98","-0.35","37.80"
"5903","シンポ","東S","1215","+7.0(+0.58%)","0.58","2,427","0.66","1.11","7.43","1.18","8.57","2.26","61.43"
"5906","エムケー精工","東S","667","-18.0(-2.63%)","-2.63","12,694","-3.45","-0.12","78.34","1.25","42.41","-0.05","49.11"
"5909","コロナ","東S","961","-16.0(-1.64%)","-1.64","12,342","-0.62","-0.21","13.86","0.53","25.44","-0.18","42.11"
"5911","横河ブリッジＨＬＤＧ","東P","3150","+10.0(+0.32%)","0.32","120,505","-0.44","1.87","43.31","0.60","15.96","0.83","63.33"
"5915","駒井ハルテック","東S","1971","+4.0(+0.20%)","0.20","20,713","-0.63","1.23","44.29","2.50","18.63","0.33","48.48"
"5918","瀧上工業","東S","7140","-120.0(-1.65%)","-1.65","1,429","-1.33","-1.29","12.44","2.00","19.33","-1.05","27.78"
"5921","川岸工業","東S","4450","+50.0(+1.14%)","1.14","7,070","0.43","2.84","40.16","0.64","12.81","1.14","64.86"
"5922","那須電機鉄工","東S","17680","+400.0(+2.31%)","2.31","31,671","1.43","3.48","68.70","2.25","15.72","0.91","52.38"
"5923","高田機工","東S","1222","-3.0(-0.24%)","-0.24","2,090","0.43","4.00","34.14","0.32","18.45","1.36","89.29"
"5928","アルメタックス","東S","280","+0.0(+0.00%)","0.00","140","0.29","1.98","27.27","0.11","17.41","1.21","75.00"
"5929","三和ＨＬＤＧ","東P","4043.0","+27.0(+0.67%)","0.67","1,017,102","-1.02","-2.11","6.12","0.54","23.83","-1.46","38.41"
"5930","文化シヤッター","東P","2027","-17.0(-0.83%)","-0.83","84,586","-1.57","-1.83","22.26","0.55","20.40","-1.06","37.14"
"5932","三協立山","東P","652","-10.0(-1.51%)","-1.51","49,827","-0.34","1.15","26.36","0.43","20.50","0.38","49.64"
"5933","アルインコ","東P","1120","-5.0(-0.44%)","-0.44","28,999","-0.92","-1.36","27.85","0.80","15.39","-1.52","41.48"
"5936","東洋シヤッター","東S","959","+2.0(+0.21%)","0.21","2,204","-0.21","1.35","39.80","0.48","17.63","0.65","53.62"
"5938","ＬＩＸＩＬ","東P","1818.5","-16.5(-0.90%)","-0.90","1,992,853","-2.04","-4.14","18.62","0.53","18.79","-2.53","20.81"
"5939","大谷工業","東S","6850","-20.0(-0.29%)","-0.29","4,807","-0.58","10.41","42.71","0.25","40.89","1.18","64.76"
"5940","不二サッシ","東S","930","+1.0(+0.11%)","0.11","9,473","-1.17","1.62","66.37","0.38","21.02","0.41","56.03"
"5941","中西製作所","東S","2690","+3.0(+0.11%)","0.11","1,347","-0.10","2.57","19.03","0.62","11.28","0.76","65.90"
"5942","日本フイルコン","東S","561","-6.0(-1.06%)","-1.06","4,786","-1.16","1.30","21.17","0.30","13.55","0.45","54.55"
"5943","ノーリツ","東P","2076","-13.0(-0.62%)","-0.62","61,031","-0.64","2.02","35.78","0.39","22.08","0.97","58.72"
"5945","天龍製鋸","東S","2325","-10.0(-0.43%)","-0.43","3,271","0.82","2.96","38.39","0.25","15.51","0.88","50.00"
"5946","長府製作所","東P","2001","+1.0(+0.05%)","0.05","53,136","-0.11","-1.06","22.01","0.18","13.26","-1.24","33.92"
"5947","リンナイ","東P","4073.0","-6.0(-0.15%)","-0.15","448,132","-0.25","0.90","36.08","0.43","26.58","0.70","54.98"
"5949","ユニプレス","東P","1367","-2.0(-0.15%)","-0.15","119,708","-0.90","3.48","62.74","0.50","26.23","0.74","61.16"
"5950","日本パワーファスニング","東S","191","+1.0(+0.53%)","0.53","912","-0.10","-0.91","7.30","0.22","19.11","-0.62","50.00"
"5951","ダイニチ工業","東S","898","-7.0(-0.77%)","-0.77","12,413","-2.75","-5.25","53.24","0.35","24.58","-2.97","27.78"
"5952","アマテイ","東S","214","+0.0(+0.00%)","0.00","6,573","-0.56","8.15","57.35","0.38","31.74","1.04","74.14"
"5955","ワイズＨＬＤＧ","東S","102","+1.0(+0.99%)","0.99","221,103","3.24","14.76","70.00","1.01","43.64","1.31","68.75"
"5956","トーソー","東S","631","-16.0(-2.47%)","-2.47","4,585","-3.16","4.00","26.20","2.57","24.16","0.75","61.44"
"5957","日東精工","東P","725","-1.0(-0.14%)","-0.14","23,182","-1.36","-0.30","41.60","0.37","23.44","-0.11","48.94"
"5958","三洋工業","東S","4555","-15.0(-0.33%)","-0.33","8,206","-0.83","1.45","70.54","1.20","20.70","0.44","53.59"
"5959","岡部","東P","964","+3.0(+0.31%)","0.31","48,779","-1.35","-1.21","34.26","0.36","18.97","-0.97","45.53"
"5962","浅香工業","東S","1801","+1.0(+0.06%)","0.06","1,440","-0.01","1.09","26.12","0.22","20.92","1.03","64.93"
"5965","フジマック","東S","1115","+1.0(+0.09%)","0.09","4,570","-0.50","2.77","28.90","0.42","18.66","1.39","66.41"
"5966","京都機械工具","東S","2535","+1.0(+0.04%)","0.04","507","1.38","1.83","7.32","0.18","14.03","2.15","62.41"
"5967","ＴＯＮＥ","東S","485","-1.0(-0.21%)","-0.21","2,724","-0.70","-0.33","10.98","0.49","33.44","-0.12","50.86"
"5970","ジーテクト","東P","1979","-18.0(-0.90%)","-0.90","251,264","-1.57","-0.94","41.66","0.56","25.25","-0.35","42.86"
"5974","中国工業","東S","853","-4.0(-0.47%)","-0.47","3,741","-2.91","5.33","87.06","0.49","49.49","0.56","58.28"
"5975","東プレ","東P","2508","-10.0(-0.40%)","-0.40","122,487","-1.29","2.38","70.26","0.43","22.95","0.80","61.22"
"5976","高周波熱錬","東P","1320","+1.0(+0.08%)","0.08","77,811","-0.96","1.68","58.46","0.39","14.63","0.55","60.12"
"5979","カネソウ","名M","5210","+0.0(+0.00%)","0.00","521","-0.34","-1.09","20.60","1.00","13.18","-1.31","27.27"
"5981","東京製綱","東P","1672","-7.0(-0.42%)","-0.42","45,557","-1.18","1.24","64.57","0.37","21.75","0.29","54.30"
"5982","マルゼン","東S","3795","+30.0(+0.80%)","0.80","2,259","0.37","1.86","29.35","0.05","26.86","1.32","60.00"
"5984","兼房","東S","799","-11.0(-1.36%)","-1.36","5,843","-0.42","7.11","28.04","0.40","18.44","1.29","81.16"
"5985","サンコール","東S","940","-14.0(-1.47%)","-1.47","285,130","-3.61","-2.10","296.62","0.45","78.09","-0.42","51.32"
"5986","モリテック　スチール","東S","198","+0.0(+0.00%)","0.00","5,511","-0.10","1.46","43.48","0.31","18.74","0.61","52.38"
"5988","パイオラックス","東P","1747","-6.0(-0.34%)","-0.34","80,999","-1.43","-0.40","6.98","0.31","18.67","-0.19","52.11"
"5989","エイチワン","東P","1444","+4.0(+0.28%)","0.28","116,800","-1.51","0.21","65.79","0.49","25.91","0.04","47.27"
"5990","スーパーツール","東S","1974","-6.0(-0.30%)","-0.30","2,967","-0.76","0.66","7.81","1.36","8.12","0.72","57.64"
"5991","ニッパツ","東P","2681.5","+10.0(+0.37%)","0.37","961,226","-1.34","2.76","106.59","0.45","51.11","0.84","64.71"
"5992","中央発條","東S","3390","-10.0(-0.29%)","-0.29","53,584","-2.33","-2.75","159.17","0.22","39.47","-1.84","41.45"
"5994","ファインシンター","東S","1685","-23.0(-1.35%)","-1.35","47,310","-4.25","-8.98","147.79","0.36","46.48","-2.60","31.91"
"5997","協立エアテック","東S","739","-9.0(-1.20%)","-1.20","373","-0.94","1.68","42.12","0.28","25.40","0.61","56.44"
"5998","アドバネクス","東S","1822","+0.0(+0.00%)","0.00","19,781","-0.71","2.43","169.93","0.47","77.34","0.83","58.12"
"6005","三浦工業","東P","3196.0","-14.0(-0.44%)","-0.44","306,585","-0.85","2.38","30.40","0.36","24.74","0.60","64.21"
"6013","タクマ","東P","2528","-5.0(-0.20%)","-0.20","169,939","-0.79","0.46","58.69","0.62","19.39","0.31","52.79"
"6018","阪神内燃機工業","東S","4085","-20.0(-0.49%)","-0.49","3,266","-1.92","1.57","104.45","0.50","41.28","0.26","57.56"
"6022","赤阪鐵工所","東S","4475","-95.0(-2.08%)","-2.08","12,667","-1.89","-2.82","196.36","0.72","76.04","-0.54","26.58"
"6023","ダイハツインフィニアース","東S","2650","-25.0(-0.93%)","-0.93","216,007","-1.92","-1.42","106.07","0.34","39.76","-0.37","49.59"
"6027","弁護士ドットコム","東P","3035","+44.0(+1.47%)","1.47","281,109","0.29","-3.54","44.18","0.65","41.45","-0.78","42.36"
"6029","アトラグループ","東S","173","-1.0(-0.57%)","-0.57","2,702","-0.57","-3.59","50.43","0.42","75.94","-0.55","48.39"
"6030","アドベンチャー","東G","1698","-50.0(-2.86%)","-2.86","40,189","-1.52","0.10","7.81","0.84","40.21","0.04","58.79"
"6031","ＺＥＴＡ","東G","339","-5.0(-1.45%)","-1.45","54,155","2.11","8.45","35.60","0.48","44.03","1.61","61.03"
"6033","エクストリーム","東G","1390","-12.0(-0.86%)","-0.86","9,890","-0.83","-1.88","44.19","1.29","22.21","-2.02","27.40"
"6034","ＭＲＴ","東G","640","-14.0(-2.14%)","-2.14","1,031","-0.96","0.24","6.67","1.60","25.97","0.13","50.00"
"6035","アイ・アールジャパンＨＬＤＧ","東P","783","-10.0(-1.26%)","-1.26","23,736","-1.53","-2.17","40.57","0.35","25.74","-1.99","42.98"
"6036","ＫｅｅＰｅｒ技研","東P","3215","-10.0(-0.31%)","-0.31","139,245","-0.96","-5.74","2.72","0.28","31.46","-1.39","22.22"
"6037","楽待","東S","1061","-3.0(-0.28%)","-0.28","39,315","-1.03","-2.38","61.74","0.65","33.67","-1.30","48.35"
"6038","イード","東G","962","+1.0(+0.10%)","0.10","673","-0.19","1.94","33.61","0.47","13.47","1.20","80.43"
"6039","日本動物高度医療センター","東G","1306","-2.0(-0.15%)","-0.15","158,861","-0.09","6.48","26.18","0.67","50.79","1.35","69.74"
"6040","日本スキー場開発","東G","526","-7.0(-1.31%)","-1.31","9,142","-0.53","6.65","51.15","0.47","34.84","1.34","66.67"
"6042","ニッキ","東S","3840","+50.0(+1.32%)","1.32","12,336","1.21","2.44","62.71","4.57","28.34","0.72","44.12"
"6044","三機サービス","東S","1833","-3.0(-0.16%)","-0.16","4,210","-0.51","-7.51","92.95","0.22","38.53","-1.65","27.17"
"6045","レントラックス","東G","1839","-9.0(-0.49%)","-0.49","24,229","0.60","9.48","147.84","0.50","34.49","1.82","71.25"
"6046","リンクバル","東G","135","-1.0(-0.74%)","-0.74","6,029","-2.17","-3.82","48.35","0.51","49.67","-1.39","40.62"
"6047","Ｇｕｎｏｓｙ","東P","561","-12.0(-2.09%)","-2.09","60,601","-0.74","3.47","14.02","0.22","25.96","1.15","62.79"
"6049","イトクロ","東G","264","+2.0(+0.76%)","0.76","1,128","0.15","0.38","21.66","1.95","20.87","0.46","59.26"
"6050","イー・ガーディアン","東P","1712","+3.0(+0.18%)","0.18","22,245","-0.31","1.65","6.93","0.34","17.76","0.86","55.95"
"6054","リブセンス","東S","120","+1.0(+0.84%)","0.84","2,089","-0.17","0.44","6.19","0.95","27.08","0.31","50.00"
"6055","ジャパンマテリアル","東P","1741","+75.0(+4.50%)","4.50","2,497,786","4.54","10.35","82.49","0.76","42.71","2.97","66.17"
"6058","ベクトル","東P","1447","-6.0(-0.41%)","-0.41","280,543","-1.32","11.04","84.33","0.55","52.90","1.08","62.85"
"6059","ウチヤマＨＬＤＧ","東S","391","+0.0(+0.00%)","0.00","2,032","0.05","3.14","44.81","0.57","20.31","0.95","72.73"
"6060","こころネット","東S","1316","-13.0(-0.98%)","-0.98","2,250","-0.63","-0.08","49.55","0.57","40.84","-0.02","40.76"
"6061","ユニバーサル園芸社","東S","3200","-5.0(-0.16%)","-0.16","6,075","1.11","-1.77","3.23","0.44","29.41","-0.62","46.20"
"6062","チャーム・ケア","東P","1290","+15.0(+1.18%)","1.18","63,195","-0.15","-0.75","25.36","0.48","27.59","-0.45","35.23"
"6063","日本エマージェンシーアシスタン","東S","945","-3.0(-0.32%)","-0.32","4,538","-0.82","1.20","27.02","0.56","48.01","0.33","44.93"
"6069","トレンダーズ","東G","1041","-13.0(-1.23%)","-1.23","17,853","-2.22","0.73","43.19","0.33","30.59","0.25","54.19"
"6070","キャリアリンク","東P","2638","-15.0(-0.57%)","-0.57","54,414","-1.27","0.49","41.83","0.46","14.20","0.23","55.14"
"6071","ＩＢＪ","東P","735","+14.0(+1.94%)","1.94","93,977","0.63","-5.25","39.47","0.58","27.92","-1.58","24.26"
"6072","地盤ネットＨＬＤＧ","東S","199","+5.0(+2.58%)","2.58","43,270","-1.97","0.81","49.62","0.20","35.46","0.17","49.21"
"6073","アサンテ","東P","1605","+2.0(+0.12%)","0.12","26,609","-0.25","0.20","9.71","0.73","8.05","0.16","42.86"
"6074","ジェイエスエス","東S","550","+0.0(+0.00%)","0.00","1,484","0.40","1.69","43.23","0.96","15.58","1.63","60.53"
"6076","アメイズ","福","1246","-4.0(-0.32%)","-0.32","3,747","-0.61","-2.91","3.57","1.50","17.93","-1.66","24.53"
"6078","バリューＨＲ","東P","1389","-13.0(-0.93%)","-0.93","32,839","-1.35","-9.26","5.95","0.28","32.60","-1.25","26.75"
"6080","Ｍ＆Ａキャピタルパートナーズ","東P","3240","-80.0(-2.41%)","-2.41","273,700","-2.56","-4.59","42.17","1.05","31.48","-2.41","40.00"
"6081","アライドアーキテクツ","東G","345","+13.0(+3.92%)","3.92","702,439","2.99","43.51","163.36","0.33","130.38","1.98","77.10"
"6082","ライドオンエクスプレスＨＬＤＧ","東S","1033","+0.0(+0.00%)","0.00","7,235","-0.14","1.07","10.96","0.40","5.69","0.94","53.85"
"6083","ＥＲＩ　ＨＬＤＧ","東S","4435","+60.0(+1.37%)","1.37","118,740","-1.79","-6.34","177.19","0.51","50.33","-1.91","40.52"
"6085","アーキテクツ・スタジオ・ジャパ","東G","414","-4.0(-0.96%)","-0.96","14,795","5.88","19.63","202.19","0.29","119.95","1.36","62.12"
"6086","シンメンテＨＬＤＧ","東G","1214","+9.0(+0.75%)","0.75","1,571","-0.34","1.38","86.48","0.16","25.66","0.91","57.80"
"6087","アビスト","東S","3410","+15.0(+0.44%)","0.44","28,354","0.24","1.06","16.30","2.00","7.61","1.02","65.22"
"6088","シグマクシス・ＨＬＤＧ","東P","811","-23.0(-2.76%)","-2.76","358,847","-2.57","-4.44","16.52","0.91","45.21","-1.51","38.20"
"6089","ウィルグループ","東P","1191","+3.0(+0.25%)","0.25","30,592","-0.22","0.58","45.96","0.49","19.14","0.25","45.86"
"6090","ヒューマン・メタボローム・テク","東S","700","+1.0(+0.14%)","0.14","4,340","0.11","3.67","18.64","0.49","23.78","1.03","65.71"
"6091","ウエスコＨＬＤＧ","東S","841","+5.0(+0.60%)","0.60","1,756","0.17","-0.65","46.77","0.60","19.95","-0.50","49.33"
"6092","エンバイオＨＬＤＧ","東S","620","+10.0(+1.64%)","1.64","3,637","0.36","1.79","24.00","0.56","20.37","0.58","59.57"
"6093","エスクロー・エージェント・ジャ","東S","177","+3.0(+1.72%)","1.72","22,357","1.84","-0.96","52.59","0.73","38.75","-0.32","38.24"
"6094","フリークアウトＨＬＤＧ","東G","537","-1.0(-0.19%)","-0.19","2,892","0.07","1.09","24.88","0.18","31.42","0.57","55.70"
"6096","レアジョブ","東S","335","-3.0(-0.89%)","-0.89","1,454","2.38","6.05","20.50","0.11","29.29","1.52","63.93"
"6098","リクルートＨＬＤＧ","東P","8538.0","+170.0(+2.03%)","2.03","18,994,629","0.57","-4.76","41.12","0.46","45.93","-1.51","40.67"
"6099","エラン","東P","682","+0.0(+0.00%)","0.00","74,314","-0.93","-4.14","14.43","0.52","19.15","-1.58","29.51"
"6101","ツガミ","東P","3085","+35.0(+1.15%)","1.15","190,292","-0.36","3.14","123.88","0.40","37.86","0.80","64.00"
"6103","オークマ","東P","3820","+5.0(+0.13%)","0.13","466,523","-2.05","1.31","47.55","0.39","36.22","0.28","55.62"
"6104","芝浦機械","東P","4280","-20.0(-0.47%)","-0.47","109,718","-1.79","-1.68","45.38","0.53","22.98","-1.69","42.15"
"6111","旭精機工業","名M","2410","+3.0(+0.12%)","0.12","14,766","4.30","6.02","24.87","0.55","28.87","1.88","59.66"
"6113","アマダ","東P","1954.5","-7.5(-0.38%)","-0.38","949,657","-1.87","1.38","63.35","0.38","23.74","0.38","59.40"
"6118","アイダエンジニアリング","東P","1221","+2.0(+0.16%)","0.16","68,607","-1.53","0.62","67.26","0.44","26.90","0.26","52.17"
"6125","岡本工作機械製作所","東S","4900","+50.0(+1.03%)","1.03","74,031","-0.73","4.20","69.55","0.53","33.74","0.98","63.51"
